Altium Designer Pick and Place Locations
C:\Users\Johnny-x-9c\Documents\Projects\Einsy-Rambo\board\Einsy_Rambo_Panels\Outputs for Einsy_Rambo_0.3a\Pick Place for Einsy_Rambo_Panel.csv

========================================================================================================================
File Design Information:

Date:       20/06/17
Time:       15:00
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description","Ref-X(mil)","Ref-Y(mil)"
"C52","100nF","TopLayer","C0402","2879.850","3115.000","90","CAP CER 0402 100nF 16V 10% X7R","2879.850","3114.850"
"C60","100nF","TopLayer","C0603","4092.850","1524.850","180","CAP CER 0603 100nF 50V 10% X7R","4092.850","1524.850"
"C62","100nF","TopLayer","C0603","4377.850","2377.850","360","CAP CER 0603 100nF 50V 10% X7R","4377.850","2377.850"
"R9","1.8K","TopLayer","R0402","4063.850","2576.799","270","RES SMD 1.8K OHM 1% 1/16W 0402","4063.850","2576.850"
"R16","1.8K","TopLayer","R0402","3953.850","2729.799","270","RES SMD 1.8K OHM 1% 1/16W 0402","3953.850","2729.850"
"D6","SK310A-TP","TopLayer","SMA-SM","4070.720","2359.850","180","DIODE Schottky 3A SMA","4070.850","2359.850"
"D10","SK310A-TP","TopLayer","SMA-SM","4667.850","3128.980","90","DIODE Schottky 3A SMA","4667.850","3128.850"
"U10","ADUM7441","TopLayer","QSOP16","2189.295","2520.390","270","4ch iCoupler","2188.976","2506.890"
"R72","1M","TopLayer","R0402","1691.378","3026.807","270","RES 0402 1M 100mW 5%","1691.378","3026.858"
"C67","100nF","TopLayer","C0402","2030.512","2418.457","90","CAP CER 0402 100nF 16V 10% X7R","2030.512","2418.307"
"C68","100nF","TopLayer","C0402","2348.425","2421.347","90","CAP CER 0402 100nF 16V 10% X7R","2348.425","2421.197"
"C69","100nF","TopLayer","C0402","2347.441","2596.307","270","CAP CER 0402 100nF 16V 10% X7R","2347.441","2596.457"
"C70","100nF","TopLayer","C0402","2029.527","2590.401","270","CAP CER 0402 100nF 16V 10% X7R","2029.527","2590.551"
"R34","22r","TopLayer","R0402","2660.850","3164.799","270","RES 0402 22r 62.5mW 1%","2660.850","3164.850"
"D13","BAT54","TopLayer","SOD523_IPC","3336.386","2460.850","180","Diode Schottky 30V 100mA Surface Mount SOD-523","3336.386","2460.850"
"D11","BAT54","TopLayer","SOD523_IPC","3347.850","2675.850","180","Diode Schottky 30V 100mA Surface Mount SOD-523","3347.850","2675.850"
"R32","2k37","TopLayer","R0402","3384.799","2914.850","180","RES SMD 2.37K OHM 1% 1/16W 0402","3384.850","2914.850"
"R37","2k37","TopLayer","R0402","3360.850","2613.901","90","RES SMD 2.37K OHM 1% 1/16W 0402","3360.850","2613.850"
"D2","SMAJ30A","TopLayer","SMA-SM","4015.531","1324.677","180","DIODE TVS 30V SMA","4015.661","1324.677"
"D8","SMAJ30A","TopLayer","SMA-SM","4016.437","1444.527","180","DIODE TVS 30V SMA","4016.567","1444.527"
"C63","4.7nF","TopLayer","C0402","1631.378","3027.000","90","CAP CER 0402 4.7nF 25V 10% X7R","1631.378","3026.850"
"D3","1N4148WT","TopLayer","SOD523","1556.850","3332.850","90","DIODE SOD523","1556.850","3332.850"
"D4","1N4148WT","TopLayer","SOD523","1650.024","3174.976","270","DIODE SOD523","1650.024","3174.976"
"F1","3557-2","TopLayer","3557","4578.850","1586.850","270","FUSE PTH ATO","4578.850","1586.850"
"RN1","10K","TopLayer","CAY16","2892.197","2176.409","180","RES ARRAY 4 RES 10K 1206 62.5mW 5%","2892.575","2176.622"
"C19","1uF","TopLayer","C0402","2984.434","2109.693","360","CAP CER 0402 1uF 6.3V 10% X5R","2984.284","2109.693"
"C20","1uF","TopLayer","C0402","2973.434","1946.307","360","CAP CER 0402 1uF 6.3V 10% X5R","2973.284","1946.307"
"RN2","10K","TopLayer","CAY16","2892.197","2020.897","180","RES ARRAY 4 RES 10K 1206 62.5mW 5%","2892.575","2021.110"
"RN3","10K","TopLayer","CAY16","2892.197","1881.133","180","RES ARRAY 4 RES 10K 1206 62.5mW 5%","2892.575","1881.347"
"C21","1uF","TopLayer","C0402","2906.378","2110.677","180","CAP CER 0402 1uF 6.3V 10% X5R","2906.528","2110.677"
"C22","1uF","TopLayer","C0402","2895.378","1947.291","180","CAP CER 0402 1uF 6.3V 10% X5R","2895.528","1947.291"
"C47","1uF","TopLayer","C0402","2831.575","2110.677","180","CAP CER 0402 1uF 6.3V 10% X5R","2831.724","2110.677"
"C48","1uF","TopLayer","C0402","2817.622","1947.291","180","CAP CER 0402 1uF 6.3V 10% X5R","2817.772","1947.291"
"C4","100nF","TopLayer","C0402","3264.000","2772.850","360","CAP CER 0402 100nF 16V 10% X7R","3263.850","2772.850"
"D1","BAT54","TopLayer","SOD523_IPC","3373.850","2957.850","180","Diode Schottky 30V 100mA Surface Mount SOD-523","3373.850","2957.850"
"D5","BAT54","TopLayer","SOD523_IPC","3373.850","3003.850","360","Diode Schottky 30V 100mA Surface Mount SOD-523","3373.850","3003.850"
"R5","4.7K","TopLayer","R0402","3303.850","2357.799","270","RES SMD 4.7K OHM 1% 1/16W 0402","3303.850","2357.850"
"R6","2k37","TopLayer","R0402","3323.850","2893.799","270","RES SMD 2.37K OHM 1% 1/16W 0402","3323.850","2893.850"
"LED3","RED","TopLayer","LED2012120","4008.850","2758.181","90","LED 0805 Red","4008.850","2757.850"
"R21","100R","TopLayer","R0402","4100.051","3184.102","180","RES SMD 100 OHM 1% 1/16W 0402","4100.102","3184.102"
"C3","100nF","TopLayer","C0603","4780.850","1298.850","360","CAP CER 0603 100nF 50V 10% X7R","4780.850","1298.850"
"FB2","BLM41PG600SN1L","TopLayer","L1806","4572.850","2034.850","180","FERRITE BEAD 1806 60ohm","4572.850","2034.850"
"FB1","BLM41PG600SN1L","TopLayer","L1806","4783.850","1439.850","270","FERRITE BEAD 1806 60ohm","4783.850","1439.850"
"F2","3557-2","TopLayer","3557","4288.803","1587.244","270","FUSE PTH ATO","4288.803","1587.244"
"F3","3557-2","TopLayer","3557","4583.850","2599.850","90","FUSE PTH ATO","4583.850","2599.850"
"C25","100nF","TopLayer","C0603","4314.850","3387.850","360","CAP CER 0603 100nF 50V 10% X7R","4314.850","3387.850"
"C30","4.7uF","TopLayer","C1206","4521.850","3455.850","180","CAP CER 1206 4.7uF 50V 10% X5R","4521.850","3455.850"
"C35","1uF","TopLayer","C0805","4651.850","3470.551","270","CAP CER 0805 1uF 50V 10% X7R","4651.850","3470.850"
"C40","100nF","TopLayer","C0603","4279.850","3545.850","90","CAP CER 0603 100nF 50V 10% X7R","4279.850","3545.850"
"C45","10uF","TopLayer","C0805","4315.149","3456.850","360","CAP CER 0805 10uF 10V 10% X5R","4314.850","3456.850"
"C49","4.7nF","TopLayer","C0402","4574.700","3672.850","180","CAP CER 0402 4.7nF 25V 10% X7R","4574.850","3672.850"
"D9","SK310A-TP","TopLayer","SMA-SM","4116.980","3761.850","360","DIODE Schottky 3A SMA","4116.850","3761.850"
"L1","15uH","TopLayer","XAL50xx_VLS6045","4088.850","3551.850","270","FIXED IND 15UH 2.5A 98 MOHM SMD","4088.850","3551.850"
"R3","200K","TopLayer","R0402","4650.901","3567.850","360","RES 0402 200K","4650.850","3567.850"
"R11","10K","TopLayer","R0402","4635.850","3628.901","90","RES SMD 10K OHM 1% 1/16W 0402","4635.850","3628.850"
"R23","10K","TopLayer","R0402","4557.850","3733.901","90","RES SMD 10K OHM 1% 1/16W 0402","4557.850","3733.850"
"R24","10K","TopLayer","R0402","4597.850","3733.799","270","RES SMD 10K OHM 1% 1/16W 0402","4597.850","3733.850"
"P3","HDR10","TopLayer","HDR2X5_IDC","3763.535","3572.559","270","CONN HEADER VERT 10POS GOLD","3763.535","3572.559"
"C84","100nF","TopLayer","C0603","4857.850","1508.850","270","CAP CER 0603 100nF 50V 10% X7R","4857.850","1508.850"
"C85","100nF","TopLayer","C0603","4857.850","1390.850","90","CAP CER 0603 100nF 50V 10% X7R","4857.850","1390.850"
"C86","100nF","TopLayer","C0603","4627.850","2112.850","180","CAP CER 0603 100nF 50V 10% X7R","4627.850","2112.850"
"C87","100nF","TopLayer","C0603","4520.850","2112.850","360","CAP CER 0603 100nF 50V 10% X7R","4520.850","2112.850"
"C88","100nF","TopLayer","C0603","4627.850","2168.850","360","CAP CER 0603 100nF 50V 10% X7R","4627.850","2168.850"
"C89","100nF","TopLayer","C0603","4223.850","2360.850","270","CAP CER 0603 100nF 50V 10% X7R","4223.850","2360.850"
"X13","0395311002","TopLayer","MSTBV2","3907.850","2139.850","180","Conn - 5.08mm Pitch Fixed","3907.850","2139.850"
"C27","UWT1V101MCL1GS","TopLayer","CAP-ELEC-063063077","4291.850","2182.850","90","CAP ALUM 100UF 35V 20% SMD","4291.850","2182.850"
"C103","UWT1V101MCL1GS","TopLayer","CAP-ELEC-063063077","3700.850","1792.850","90","CAP ALUM 100UF 35V 20% SMD","3700.850","1792.850"
"C28","100nF","TopLayer","C0603","2072.850","1992.850","90","CAP CER 0603 100nF 50V 10% X7R","2072.850","1992.850"
"C29","22nF","TopLayer","C0402","2061.378","1918.850","360","CAP CER 0402 22nF ±10% 50V X7R","2061.228","1918.850"
"C51","100nF","TopLayer","C0402","2063.850","1854.700","270","CAP CER 0402 100nF 16V 10% X7R","2063.850","1854.850"
"C53","100nF","TopLayer","C0402","1748.850","1719.000","90","CAP CER 0402 100nF 16V 10% X7R","1748.850","1718.850"
"C54","100nF","TopLayer","C0402","1987.700","1977.850","180","CAP CER 0402 100nF 16V 10% X7R","1987.850","1977.850"
"C61","1uF","TopLayer","C0402","2063.700","1790.850","180","CAP CER 0402 1uF 6.3V 10% X5R","2063.850","1790.850"
"C65","1nF","TopLayer","C0603","2437.850","1482.850","360","CAP CER 0603  1nF 50v 10% X7R","2437.850","1482.850"
"C66","1nF","TopLayer","C0603","2224.850","1486.850","180","CAP CER 0603  1nF 50v 10% X7R","2224.850","1486.850"
"C71","100nF","TopLayer","C0603","1919.850","2102.850","270","CAP CER 0603 100nF 50V 10% X7R","1919.850","2102.850"
"C106","1nF","TopLayer","C0603","2054.850","1485.850","360","CAP CER 0603  1nF 50v 10% X7R","2054.850","1485.850"
"C107","1nF","TopLayer","C0603","1716.850","1637.850","180","CAP CER 0603  1nF 50v 10% X7R","1716.850","1637.850"
"C108","100nF","TopLayer","C0603","1877.850","1500.850","360","CAP CER 0603 100nF 50V 10% X7R","1877.850","1500.850"
"C109","UWT1V101MCL1GS","TopLayer","CAP-ELEC-063063077","2101.850","2212.850","180","CAP ALUM 100UF 35V 20% SMD","2101.850","2212.850"
"C110","100nF","TopLayer","C0603","2027.850","1627.850","180","CAP CER 0603 100nF 50V 10% X7R","2027.850","1627.850"
"C111","100nF","TopLayer","C0603","1983.850","2024.850","180","CAP CER 0603 100nF 50V 10% X7R","1983.850","2024.850"
"R4","10R","TopLayer","R0402","2121.850","1774.901","90","RES SMD 10 OHM 1% 1/16W 0402","2121.850","1774.850"
"R7","0.1r","TopLayer","R1206","1851.850","2088.858","90","RES 1206 0.1r 0.5w 1%","1851.850","2088.850"
"R22","0.1r","TopLayer","R1206","1820.842","1571.850","180","RES 1206 0.1r 0.5w 1%","1820.850","1571.850"
"D17","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","1394.850","2014.850","360","30 V, 1 A low VF MEGA Schottky barrier rectifier","1394.850","2014.850"
"D18","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","1455.850","2014.850","180","30 V, 1 A low VF MEGA Schottky barrier rectifier","1455.850","2014.850"
"D19","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","1465.850","1668.850","180","30 V, 1 A low VF MEGA Schottky barrier rectifier","1465.850","1668.850"
"D20","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","1404.850","1668.850","360","30 V, 1 A low VF MEGA Schottky barrier rectifier","1404.850","1668.850"
"D21","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","1907.850","1972.850","180","30 V, 1 A low VF MEGA Schottky barrier rectifier","1907.850","1972.850"
"D22","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","1847.850","1972.850","360","30 V, 1 A low VF MEGA Schottky barrier rectifier","1847.850","1972.850"
"D23","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","1910.850","1632.850","180","30 V, 1 A low VF MEGA Schottky barrier rectifier","1910.850","1632.850"
"D24","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","1849.850","1632.850","360","30 V, 1 A low VF MEGA Schottky barrier rectifier","1849.850","1632.850"
"C5","UWT1V101MCL1GS","TopLayer","CAP-ELEC-063063077","2583.488","2185.850","180","CAP ALUM 100UF 35V 20% SMD","2583.488","2185.850"
"C23","100nF","TopLayer","C0603","2519.850","1628.850","180","CAP CER 0603 100nF 50V 10% X7R","2519.850","1628.850"
"C32","100nF","TopLayer","C0603","2432.850","2024.850","180","CAP CER 0603 100nF 50V 10% X7R","2432.850","2024.850"
"C33","100nF","TopLayer","C0603","2548.850","1967.850","360","CAP CER 0603 100nF 50V 10% X7R","2548.850","1967.850"
"C34","22nF","TopLayer","C0402","2513.000","1919.850","360","CAP CER 0402 22nF ±10% 50V X7R","2512.850","1919.850"
"C50","100nF","TopLayer","C0402","2513.850","1854.700","270","CAP CER 0402 100nF 16V 10% X7R","2513.850","1854.850"
"C55","100nF","TopLayer","C0402","2437.700","1977.850","180","CAP CER 0402 100nF 16V 10% X7R","2437.850","1977.850"
"C64","100nF","TopLayer","C0402","2199.850","1730.000","90","CAP CER 0402 100nF 16V 10% X7R","2199.850","1729.850"
"C72","1uF","TopLayer","C0402","2525.700","1790.850","180","CAP CER 0402 1uF 6.3V 10% X5R","2525.850","1790.850"
"C75","1nF","TopLayer","C0603","2940.850","1772.850","360","CAP CER 0603  1nF 50v 10% X7R","2940.850","1772.850"
"C112","1nF","TopLayer","C0603","2780.850","1770.850","180","CAP CER 0603  1nF 50v 10% X7R","2780.850","1770.850"
"C113","100nF","TopLayer","C0603","2294.850","2031.850","180","CAP CER 0603 100nF 50V 10% X7R","2294.850","2031.850"
"C114","1nF","TopLayer","C0603","2478.850","1562.850","360","CAP CER 0603  1nF 50v 10% X7R","2478.850","1562.850"
"C115","1nF","TopLayer","C0603","2167.850","1635.850","180","CAP CER 0603  1nF 50v 10% X7R","2167.850","1635.850"
"C116","100nF","TopLayer","C0603","2362.850","1556.850","90","CAP CER 0603 100nF 50V 10% X7R","2362.850","1556.850"
"D25","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","2297.850","1972.850","360","30 V, 1 A low VF MEGA Schottky barrier rectifier","2297.850","1972.850"
"D26","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","2357.850","1972.850","180","30 V, 1 A low VF MEGA Schottky barrier rectifier","2357.850","1972.850"
"D27","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","2362.850","1631.850","180","30 V, 1 A low VF MEGA Schottky barrier rectifier","2362.850","1631.850"
"D28","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","2301.850","1631.850","360","30 V, 1 A low VF MEGA Schottky barrier rectifier","2301.850","1631.850"
"R8","10R","TopLayer","R0402","2561.850","1854.901","90","RES SMD 10 OHM 1% 1/16W 0402","2561.850","1854.850"
"R10","0.1r","TopLayer","R1206","2341.858","2098.850","360","RES 1206 0.1r 0.5w 1%","2341.850","2098.850"
"R25","0.1r","TopLayer","R1206","2240.842","1567.850","180","RES 1206 0.1r 0.5w 1%","2240.850","1567.850"
"C18","UWT1V101MCL1GS","TopLayer","CAP-ELEC-063063077","3759.850","1420.850","90","CAP ALUM 100UF 35V 20% SMD","3759.850","1420.850"
"C31","100nF","TopLayer","C0603","3479.850","1621.850","180","CAP CER 0603 100nF 50V 10% X7R","3479.850","1621.850"
"C36","100nF","TopLayer","C0603","3395.850","2023.850","180","CAP CER 0603 100nF 50V 10% X7R","3395.850","2023.850"
"C37","100nF","TopLayer","C0603","3484.850","1996.850","90","CAP CER 0603 100nF 50V 10% X7R","3484.850","1996.850"
"C38","22nF","TopLayer","C0402","3478.000","1919.850","360","CAP CER 0402 22nF ±10% 50V X7R","3477.850","1919.850"
"C39","100nF","TopLayer","C0402","3478.850","1854.700","270","CAP CER 0402 100nF 16V 10% X7R","3478.850","1854.850"
"C41","100nF","TopLayer","C0402","3163.850","1728.000","90","CAP CER 0402 100nF 16V 10% X7R","3163.850","1727.850"
"C73","100nF","TopLayer","C0402","3400.700","1976.850","180","CAP CER 0402 100nF 16V 10% X7R","3400.850","1976.850"
"C76","1uF","TopLayer","C0402","3481.700","1786.850","180","CAP CER 0402 1uF 6.3V 10% X5R","3481.850","1786.850"
"C78","1nF","TopLayer","C0603","3478.850","1490.850","360","CAP CER 0603  1nF 50v 10% X7R","3478.850","1490.850"
"C80","1nF","TopLayer","C0603","3362.850","1490.850","360","CAP CER 0603  1nF 50v 10% X7R","3362.850","1490.850"
"C82","100nF","TopLayer","C0603","3335.850","2103.850","270","CAP CER 0603 100nF 50V 10% X7R","3335.850","2103.850"
"C117","1nF","TopLayer","C0603","3259.850","1487.850","360","CAP CER 0603  1nF 50v 10% X7R","3259.850","1487.850"
"C118","1nF","TopLayer","C0603","3146.850","1487.850","360","CAP CER 0603  1nF 50v 10% X7R","3146.850","1487.850"
"C119","100nF","TopLayer","C0603","3355.850","1560.850","180","CAP CER 0603 100nF 50V 10% X7R","3355.850","1560.850"
"D29","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","3320.850","1971.850","180","30 V, 1 A low VF MEGA Schottky barrier rectifier","3320.850","1971.850"
"D30","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","3261.850","1971.850","360","30 V, 1 A low VF MEGA Schottky barrier rectifier","3261.850","1971.850"
"D31","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","3327.850","1630.850","180","30 V, 1 A low VF MEGA Schottky barrier rectifier","3327.850","1630.850"
"D32","PMEG3010AESB","TopLayer","SOD993-DFN3127P600-8N","3263.850","1630.850","360","30 V, 1 A low VF MEGA Schottky barrier rectifier","3263.850","1630.850"
"R14","10R","TopLayer","R0402","3526.850","1854.901","90","RES SMD 10 OHM 1% 1/16W 0402","3526.850","1854.850"
"R15","0.1r","TopLayer","R1206","3268.850","2088.858","90","RES 1206 0.1r 0.5w 1%","3268.850","2088.850"
"R26","0.1r","TopLayer","R1206","3205.842","1568.850","180","RES 1206 0.1r 0.5w 1%","3205.850","1568.850"
"P1","HDR10","TopLayer","HDR2X5_IDC","3170.850","3790.850","360","CONN HEADER VERT 10POS GOLD","3170.850","3790.850"
"P2","HDR10","TopLayer","HDR2X5_IDC","3170.850","3415.850","360","CONN HEADER VERT 10POS GOLD","3170.850","3415.850"
"RV3","VRS0402SR55R101N","TopLayer","C0402","2140.102","3230.952","270","Multi-Layer Varistor","2140.102","3231.102"
"RV5","VRS0402SR55R101N","TopLayer","C0402","2181.102","3230.952","270","Multi-Layer Varistor","2181.102","3231.102"
"RV7","VRS0402SR55R101N","TopLayer","C0402","2266.252","3274.102","360","Multi-Layer Varistor","2266.102","3274.102"
"RV8","VRS0402SR55R101N","TopLayer","C0402","2497.354","3252.000","90","Multi-Layer Varistor","2497.354","3251.850"
"RV9","VRS0402SR55R101N","TopLayer","C0402","2720.952","3192.102","180","Multi-Layer Varistor","2721.102","3192.102"
"RV10","VRS0402SR55R101N","TopLayer","C0402","2708.850","3132.000","90","Multi-Layer Varistor","2708.850","3131.850"
"RV12","VRS0402SR55R101N","TopLayer","C0402","2639.252","3265.102","360","Multi-Layer Varistor","2639.102","3265.102"
"RV14","VRS0402SR55R101N","TopLayer","C0402","2467.252","3192.102","360","Multi-Layer Varistor","2467.102","3192.102"
"RV15","VRS0402SR55R101N","TopLayer","C0402","2389.000","3191.850","360","Multi-Layer Varistor","2388.850","3191.850"
"RV16","VRS0402SR55R101N","TopLayer","C0402","2419.952","3234.102","180","Multi-Layer Varistor","2420.102","3234.102"
"RV17","VRS0402SR55R101N","TopLayer","C0402","2324.102","3214.952","270","Multi-Layer Varistor","2324.102","3215.102"
"RV18","VRS0402SR55R101N","TopLayer","C0402","2639.000","3223.850","360","Multi-Layer Varistor","2638.850","3223.850"
"RV19","VRS0402SR55R101N","TopLayer","C0402","3434.000","3212.850","360","Multi-Layer Varistor","3433.850","3212.850"
"RV20","VRS0402SR55R101N","TopLayer","C0402","3074.850","3144.700","270","Multi-Layer Varistor","3074.850","3144.850"
"RV21","VRS0402SR55R101N","TopLayer","C0402","3017.850","3144.700","270","Multi-Layer Varistor","3017.850","3144.850"
"RV22","VRS0402SR55R101N","TopLayer","C0402","2959.850","3143.700","270","Multi-Layer Varistor","2959.850","3143.850"
"RV24","VRS0402SR55R101N","TopLayer","C0402","2294.000","2921.850","360","Multi-Layer Varistor","2293.850","2921.850"
